element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CAL-P00115-CAL-SEC-3.1-001,115,110,CAL-CH3,CAL-SEC-3.1,section_header,第3章 非合成桁の設計,CAL-P00115,TEXT_EXTRACTED,HIGH,Chapter 3 title page
CAL-P00116-CAL-SEC-3.1-001,116,111,CAL-CH3,CAL-SEC-3.1,section_header,3.1 主構断面力の計算,CAL-P00116,TEXT_EXTRACTED,HIGH,Section 3.1 title page
CAL-P00117-CAL-SEC-3.1.1-001,117,112,CAL-CH3,CAL-SEC-3.1.1,subsection_header,3.1.1 解析方針,CAL-P00117,TEXT_EXTRACTED,HIGH,Analysis policy
CAL-P00117-CAL-SEC-3.1.1-002,117,112,CAL-CH3,CAL-SEC-3.1.1,text_block,解析方法: 主桁/横桁を骨組とした平面格子構造物として変形法による,CAL-P00117,TEXT_EXTRACTED,HIGH,Analysis method: plane grid structure using deformation method
CAL-P00117-CAL-SEC-3.1.1-003,117,112,CAL-CH3,CAL-SEC-3.1.1,text_block,解析プログラム: 鋼橋自動設計システム APOLLO Analyzer 株式会社横河技術情報,CAL-P00117,TEXT_EXTRACTED,HIGH,Analysis program: APOLLO Analyzer by Yokogawa Technical Information
CAL-P00118-CAL-SEC-3.1.2-001,118,113,CAL-CH3,CAL-SEC-3.1.2,subsection_header,3.1.2 荷重強度,CAL-P00118,TEXT_EXTRACTED,HIGH,Load intensities
CAL-P00118-CAL-SEC-3.1.2-002,118,113,CAL-CH3,CAL-SEC-3.1.2,figure,標準断面図,CAL-P00118,TEXT_EXTRACTED,MEDIUM,Standard cross-section diagram with dimensions 8010x7000
CAL-P00119-CAL-SEC-3.1.2-001,119,114,CAL-CH3,CAL-SEC-3.1.2,subsection_header,(2) 死荷重,CAL-P00119,TEXT_EXTRACTED,HIGH,Dead load
CAL-P00119-CAL-SEC-3.1.2-002,119,114,CAL-CH3,CAL-SEC-3.1.2,table,死荷重一覧表,CAL-P00119,TEXT_EXTRACTED,MEDIUM,Dead load summary - pavement/bridge deck/haunch/wall rail/sound barrier/steel/inspection walkway/nose
CAL-P00121-CAL-SEC-3.1.2-001,121,116,CAL-CH3,CAL-SEC-3.1.2,subsection_header,1) 死荷重詳細計算 A) ハンチ荷重,CAL-P00121,TEXT_EXTRACTED,MEDIUM,Haunch load detailed calculation
CAL-P00121-CAL-SEC-3.1.2-002,121,116,CAL-CH3,CAL-SEC-3.1.2,subsection_header,B) 壁高欄荷重,CAL-P00121,TEXT_EXTRACTED,MEDIUM,Wall rail load calculation
CAL-P00122-CAL-SEC-3.1.2-001,122,117,CAL-CH3,CAL-SEC-3.1.2,subsection_header,C) 左側壁高欄の荷重載荷,CAL-P00122,TEXT_EXTRACTED,MEDIUM,Left wall rail load application (nose deduction)
CAL-P00122-CAL-SEC-3.1.2-002,122,117,CAL-CH3,CAL-SEC-3.1.2,subsection_header,D) 左側遮音壁の荷重載荷,CAL-P00122,TEXT_EXTRACTED,MEDIUM,Left sound barrier load application (nose deduction)
CAL-P00123-CAL-SEC-3.1.2-001,123,118,CAL-CH3,CAL-SEC-3.1.2,subsection_header,E) ノーズ部,CAL-P00123,TEXT_EXTRACTED,MEDIUM,Nose section details
CAL-P00123-CAL-SEC-3.1.2-002,123,118,CAL-CH3,CAL-SEC-3.1.2,figure,ノーズ部壁高欄断面図,CAL-P00123,TEXT_EXTRACTED,MEDIUM,Nose wall rail cross section
CAL-P00124-CAL-SEC-3.1.2-001,124,119,CAL-CH3,CAL-SEC-3.1.2,subsection_header,a) ノーズ部の地覆荷重および壁高欄荷重(ガードレール含む),CAL-P00124,TEXT_EXTRACTED,MEDIUM,Nose curb and wall rail load including guardrail
CAL-P00125-CAL-SEC-3.1.2-001,125,120,CAL-CH3,CAL-SEC-3.1.2,subsection_header,b) 床版拡幅部荷重,CAL-P00125,TEXT_EXTRACTED,MEDIUM,Slab widening load
CAL-P00125-CAL-SEC-3.1.2-002,125,120,CAL-CH3,CAL-SEC-3.1.2,table,ノーズ部地覆等の格点荷重,CAL-P00125,TEXT_EXTRACTED,MEDIUM,Nose curb panel point loads summary (S1=30kN, C1=48kN)
